emp_no,first_name,last_name,dept_name,to_date
288393,Bernd,Lakshmanan,Sales,9999-01-01
288403,Martina,Ossenbruggen,Production,9999-01-01
288430,Rafael,Shrader,Research,9999-01-01
288456,Mariusz,Munck,Development,9999-01-01
288485,Nigel,Rosenbaum,Development,9999-01-01
288491,Sverrir,Moffat,Production,9999-01-01
288511,Bezalel,Decleir,Development,9999-01-01
288511,Bezalel,Decleir,Customer Service,1994-11-23
288514,Dines,Potthoff,Development,9999-01-01
288540,Uli,Camarinopoulos,Development,9999-01-01
288552,Xianlong,Swist,Marketing,9999-01-01
288557,Ingmar,Vidya,Finance,9999-01-01
288574,Fayez,Paludetto,Sales,9999-01-01
288575,Lunjin,Lindenbaum,Production,9999-01-01
288577,Shin,Granlund,Development,9999-01-01
288578,Boguslaw,Birrer,Sales,1993-07-02
288578,Boguslaw,Birrer,Customer Service,9999-01-01
288581,Chirstian,Granlund,Research,9999-01-01
288585,Pragnesh,Veccia,Marketing,9999-01-01
288588,Aiichiro,Toyoshima,Development,1997-01-01
288588,Aiichiro,Toyoshima,Research,9999-01-01
288590,Hailing,Reeken,Sales,9999-01-01
288598,Gregory,Range,Research,9999-01-01
288610,Ortrud,Zuberek,Production,9999-01-01
288615,Florian,Merks,Development,9999-01-01
288617,Tsutomu,Beeson,Development,9999-01-01
288634,Chenyi,Kobara,Development,9999-01-01
288637,Lene,Openshaw,Production,9999-01-01
288639,Shooichi,Rehfuss,Sales,9999-01-01
288641,Xiahua,Thisen,Production,9999-01-01
288641,Xiahua,Thisen,Research,1997-04-18
288658,Giordano,Halloran,Sales,9999-01-01
288681,Thodoros,Showalter,Production,9999-01-01
288698,Abdelwaheb,Penz,Quality Management,9999-01-01
288705,Carrsten,Farrag,Production,9999-01-01
288705,Carrsten,Farrag,Development,1999-04-16
288713,Guttorm,Marciano,Production,9999-01-01
288716,Ulises,Xiaoshan,Research,9999-01-01
288720,Lein,Leuchs,Production,9999-01-01
288721,Ohad,Panwar,Production,9999-01-01
288730,Junsik,Akiyama,Human Resources,9999-01-01
288732,Tesuro,Landherr,Production,1992-02-10
288732,Tesuro,Landherr,Customer Service,9999-01-01
288746,Leif,Morrin,Development,9999-01-01
288753,Guther,Bondorf,Production,9999-01-01
288755,Badri,Buescher,Customer Service,9999-01-01
288768,Khosrow,Lindenbaum,Production,2002-07-09
288768,Khosrow,Lindenbaum,Quality Management,9999-01-01
288776,Akeno,Baca,Sales,9999-01-01
288784,Inderjeet,Matzen,Quality Management,9999-01-01
288789,Alejandra,Lanphier,Finance,9999-01-01
288790,Cristinel,Puppo,Marketing,9999-01-01
288801,Otmar,Birge,Sales,9999-01-01
288807,Houman,Yamaashi,Marketing,9999-01-01
288813,Licheng,Noriega,Sales,9999-01-01
288847,Guenter,Kalafatis,Sales,9999-01-01
288863,Huai,Sundgren,Sales,9999-01-01
288877,Niclas,Demizu,Production,9999-01-01
288877,Niclas,Demizu,Research,1990-03-27
288880,Chuanyi,Gammage,Development,9999-01-01
288896,Uinam,Uludag,Quality Management,9999-01-01
288897,Venkatesan,Valtorta,Production,9999-01-01
288899,Shawna,Quadeer,Marketing,9999-01-01
288905,Kazuhito,Biran,Development,9999-01-01
288925,Kiam,Giveon,Research,9999-01-01
288942,Xiadong,Ramalingam,Research,9999-01-01
288949,Munehiro,Munoz,Development,9999-01-01
288949,Munehiro,Munoz,Quality Management,1996-09-26
288967,Mantis,Erbe,Sales,9999-01-01
288973,Xinyu,Kaiser,Sales,9999-01-01
288978,Mitsuyuki,Kuzuoka,Production,9999-01-01
288992,Gregory,Granlund,Marketing,9999-01-01
289013,Quingbo,Panangaden,Production,9999-01-01
289025,Feixiong,Fordan,Sales,2001-10-18
289025,Feixiong,Fordan,Customer Service,9999-01-01
289032,Danny,Asrin,Sales,9999-01-01
289034,Arra,Cappelletti,Development,1998-02-09
289034,Arra,Cappelletti,Research,9999-01-01
289054,Youjian,Hutton,Development,2001-05-17
289054,Youjian,Hutton,Research,9999-01-01
289079,Xiaobin,Montemayor,Development,9999-01-01
289092,Mantis,Strandh,Quality Management,9999-01-01
289097,Willard,Pews,Production,9999-01-01
289100,Selwyn,Marquardt,Quality Management,9999-01-01
289103,Francesca,Openshaw,Development,9999-01-01
289107,Holgard,Luef,Sales,9999-01-01
289110,Hideo,Sudbeck,Customer Service,9999-01-01
289111,Jinxi,Suri,Research,9999-01-01
289114,Vidar,Gunderson,Production,9999-01-01
289124,Miquel,Schwartzbauer,Customer Service,9999-01-01
289134,Uinam,Engberts,Production,9999-01-01
289150,Zengping,Sommen,Production,9999-01-01
289153,Shigeichiro,Molenaar,Development,2000-01-23
289153,Shigeichiro,Molenaar,Research,9999-01-01
289154,Menkae,Fendler,Production,9999-01-01
289159,Yunming,Cyre,Human Resources,9999-01-01
289170,Taizo,Aloia,Development,9999-01-01
289172,Valeska,Angiulli,Development,9999-01-01
289173,Doowon,Valtorta,Human Resources,9999-01-01
289182,Gio,Nicolson,Human Resources,9999-01-01
289189,Xiaocheng,Gide,Research,9999-01-01
289220,Mang,Ranon,Production,9999-01-01
289232,Miyeon,Simmen,Finance,9999-01-01
289278,Nechama,Luit,Development,9999-01-01
289279,Ziva,Pelz,Research,9999-01-01
289281,Basant,Mondadori,Development,9999-01-01
289285,Mohua,Miake,Development,9999-01-01
289286,Qunsheng,Heuser,Finance,9999-01-01
289295,Shuzo,Barriga,Customer Service,9999-01-01
289302,Mani,Lampe,Sales,9999-01-01
289328,Arch,Hertweck,Production,9999-01-01
289332,Youjian,Esteva,Development,9999-01-01
289348,Indrajit,Jervis,Research,9999-01-01
289350,Xudong,Kabayashi,Research,9999-01-01
289351,Pragnesh,Plump,Quality Management,9999-01-01
289353,Nikolaos,Winter,Sales,9999-01-01
289356,Yuqun,Kobuchi,Sales,9999-01-01
289357,Anoosh,Marletta,Research,9999-01-01
289366,Owen,Binding,Production,9999-01-01
289368,Yaghout,Zuberek,Development,9999-01-01
289388,Mrinalini,Pusterhofer,Development,9999-01-01
289393,Koichi,Schonegge,Development,9999-01-01
289419,Kenroku,Ozeri,Sales,9999-01-01
289433,Demos,Maquelin,Sales,9999-01-01
289436,Hidekazu,Anguita,Production,9999-01-01
289456,Kazuhisa,Neiman,Production,9999-01-01
289461,Sergi,Anandan,Development,9999-01-01
289462,Takahira,Hegner,Production,9999-01-01
289463,IEEE,Herbst,Research,9999-01-01
289477,Dung,Docker,Production,9999-01-01
289477,Dung,Docker,Development,2001-05-23
289489,Maria,Morton,Production,9999-01-01
289509,Deborah,Tanemo,Research,9999-01-01
289531,Vojin,Kitsuregawa,Research,9999-01-01
289543,Shmuel,Kirkerud,Development,9999-01-01
289546,Kensei,Hasham,Development,9999-01-01
289554,Teruyuki,Piazza,Customer Service,9999-01-01
289562,Chuanyi,Warwick,Development,9999-01-01
289583,King,Rijsenbrij,Development,9999-01-01
289585,Guther,Pappas,Production,9999-01-01
289585,Guther,Pappas,Development,1991-07-15
289606,Paraskevi,Jumpertz,Production,9999-01-01
289613,Khalil,Narahara,Production,9999-01-01
289613,Khalil,Narahara,Development,1985-08-28
289616,Mark,Fasbender,Development,9999-01-01
289619,Jiafu,Mundy,Sales,9999-01-01
289626,Kyoichi,Pardalos,Finance,9999-01-01
289646,Gad,Bazelow,Production,9999-01-01
289650,Teunis,Felder,Customer Service,9999-01-01
289657,Dines,Kabayashi,Production,9999-01-01
289669,Larisa,Litzler,Sales,9999-01-01
289674,Berto,Ranta,Production,9999-01-01
289686,Ortrun,Rajala,Sales,9999-01-01
289712,Karsten,Brookner,Sales,9999-01-01
289727,Cheong,Seuren,Development,9999-01-01
289732,Jayson,Hammerschmidt,Production,9999-01-01
289736,Duri,Ghelli,Production,9999-01-01
289744,Aruna,Ramsak,Human Resources,9999-01-01
289750,Guenter,Collette,Finance,9999-01-01
289756,Huei,Hegner,Production,9999-01-01
289759,Gladys,Detkin,Production,9999-01-01
289765,Kensei,Anandan,Production,9999-01-01
289777,Margo,Lorys,Development,9999-01-01
289782,Kazuyasu,Redmiles,Development,9999-01-01
289796,Arto,Piazza,Marketing,9999-01-01
289804,Khalid,Yetim,Development,9999-01-01
289817,Karoline,Strandh,Development,9999-01-01
289847,Leen,Wissmann,Finance,1998-06-29
289847,Leen,Wissmann,Sales,9999-01-01
289850,Boutros,Stasinski,Human Resources,9999-01-01
289851,Georgi,Swab,Finance,9999-01-01
289862,Marin,Deverell,Sales,9999-01-01
289878,Adam,Beznosov,Development,9999-01-01
289896,Elrique,Lanphier,Marketing,9999-01-01
289904,Tetsurou,Bahr,Human Resources,9999-01-01
289950,Sudharsan,Koshino,Sales,9999-01-01
289961,Kitty,Ponthieu,Production,9999-01-01
289970,Hyuckchul,Carrere,Production,1989-11-12
289970,Hyuckchul,Carrere,Customer Service,9999-01-01
289981,Luisa,Swick,Customer Service,9999-01-01
289982,Gil,Erol,Sales,9999-01-01
289989,Xuejia,Strehl,Development,9999-01-01
289989,Xuejia,Strehl,Research,1992-05-02
289996,Jeanne,Velardi,Customer Service,9999-01-01
290000,Danae,Kading,Finance,9999-01-01
290001,Tua,Maierhofer,Research,9999-01-01
290024,Mario,Kropatsch,Human Resources,9999-01-01
290035,Zine,Lieberherr,Sales,9999-01-01
290053,Xuedong,Cronin,Production,9999-01-01
290062,Godehard,Morrow,Development,9999-01-01
290062,Godehard,Morrow,Research,1997-11-21
290069,Guenter,Yoshimura,Production,9999-01-01
290083,Giap,Veevers,Development,9999-01-01
290108,Tomokazu,Jonsson,Development,9999-01-01
290121,Ingemar,Lieblein,Customer Service,9999-01-01
290148,Gunilla,Brendel,Finance,9999-01-01
290158,Irena,Dredge,Production,9999-01-01
290187,Ronghao,Speek,Research,9999-01-01
290209,Valeri,Sridhar,Finance,9999-01-01
290215,Gererd,Vieri,Human Resources,9999-01-01
290226,Satosi,Montemayor,Marketing,9999-01-01
290226,Satosi,Montemayor,Human Resources,1998-04-05
290232,Nobuyoshi,Malabarba,Development,9999-01-01
290251,Aemilian,Hoppenstand,Production,2001-11-25
290251,Aemilian,Hoppenstand,Quality Management,9999-01-01
290274,Nahid,Cooley,Sales,9999-01-01
290287,Teiji,DuCasse,Human Resources,9999-01-01
290298,Ziyad,Kuszyk,Production,1993-09-09
290298,Ziyad,Kuszyk,Customer Service,9999-01-01
290311,Serif,Godskesen,Research,9999-01-01
290329,Branimir,Luks,Marketing,9999-01-01
290329,Branimir,Luks,Sales,1996-03-23
290337,Jaroslava,Soicher,Marketing,1990-07-16
290337,Jaroslava,Soicher,Sales,9999-01-01
290348,Becky,Jakobus,Research,9999-01-01
290354,Sumali,Ramsay,Production,9999-01-01
290357,Kasturi,Cunliffe,Sales,9999-01-01
290360,Rosita,Auyong,Sales,9999-01-01
290368,Yechezkel,Pashtan,Production,9999-01-01
290369,Shahar,Lund,Customer Service,9999-01-01
290390,Xiaoqiu,Gornas,Development,9999-01-01
290392,Chikako,Wilfing,Finance,9999-01-01
290396,Arne,Krichel,Production,9999-01-01
290418,Djenana,Uludag,Development,9999-01-01
290423,Arco,Krohn,Development,9999-01-01
290424,Foong,Karcich,Development,9999-01-01
290428,Supot,Flowers,Sales,9999-01-01
290434,Mohan,Ferriere,Sales,9999-01-01
290436,Chenxi,Karlin,Sales,9999-01-01
290437,Naftali,Oaver,Quality Management,9999-01-01
290440,Ulf,Rossi,Production,9999-01-01
290453,Radhakrishnan,Nergos,Production,9999-01-01
290454,Gadiel,Malinowski,Research,9999-01-01
290463,Candido,Fortenbacher,Finance,9999-01-01
290468,Moto,Chinal,Development,9999-01-01
290474,Vasilii,Schach,Production,9999-01-01
290475,Randi,Zaiane,Human Resources,9999-01-01
290487,Hitofumi,Carrere,Production,9999-01-01
290503,Karsten,Setiz,Production,9999-01-01
290505,Kien,Onuegbe,Development,9999-01-01
290510,Oksana,Barbanera,Marketing,9999-01-01
290511,Satyanarayana,Swab,Human Resources,9999-01-01
290514,Kien,Zedlitz,Development,9999-01-01
290535,Rosalie,Pashtan,Production,9999-01-01
290536,Kiam,Janetzko,Production,9999-01-01
290536,Kiam,Janetzko,Development,1998-09-29
290537,Mabo,Erbe,Sales,9999-01-01
290540,Gennadi,Lyonns,Research,9999-01-01
290544,Shahab,Pena,Production,9999-01-01
290544,Shahab,Pena,Research,1995-04-26
290551,Avishai,Feldhoffer,Customer Service,9999-01-01
290558,Franziska,Linares,Customer Service,9999-01-01
290561,Genki,Melter,Sales,9999-01-01
290564,Teunis,Ghandeharizadeh,Sales,9999-01-01
290567,Martina,Poujol,Production,9999-01-01
290585,Alassane,Huhdanpaa,Production,9999-01-01
290589,Jouni,Chleq,Sales,9999-01-01
290593,Vojin,Msuda,Production,9999-01-01
290602,King,Hiltgen,Development,9999-01-01
290615,Niteen,Czaja,Marketing,9999-01-01
290631,Yoshinari,Vieri,Development,9999-01-01
290636,Elvis,Tokunaga,Production,9999-01-01
290638,Erez,Honglei,Development,9999-01-01
290644,Rasikan,Daescu,Development,9999-01-01
290647,Mandell,Velardi,Development,9999-01-01
290654,Kerryn,Zirintsis,Development,9999-01-01
290672,Randi,Bultermann,Production,9999-01-01
290680,Fei,Perelgut,Human Resources,9999-01-01
290681,Baoqiu,Hainaut,Research,9999-01-01
290685,Spyrose,Nations,Development,9999-01-01
290716,Mohd,Kakkar,Development,9999-01-01
290720,Gunilla,Randt,Production,9999-01-01
290732,Shen,Usery,Sales,9999-01-01
290738,Ioana,Beerel,Finance,9999-01-01
290749,Ronghao,Morrey,Production,9999-01-01
290759,Sadok,Laventhal,Marketing,9999-01-01
290788,Weijing,Lundstrom,Sales,9999-01-01
290794,Fox,Pramanik,Production,9999-01-01
290797,Feiyu,Boissier,Customer Service,9999-01-01
290800,Shmuel,Meriste,Sales,9999-01-01
290805,Noritoshi,Swift,Development,9999-01-01
290816,Sachem,Cochrane,Sales,9999-01-01
290820,Volkmar,Poujol,Development,9999-01-01
290828,Mary,Munro,Development,1991-06-25
290828,Mary,Munro,Research,9999-01-01
290836,Manohar,Hiroyama,Production,9999-01-01
290850,Subhada,Stenning,Development,9999-01-01
290856,Cedric,Cannard,Sales,9999-01-01
290857,Zeljko,Garigliano,Marketing,1987-07-29
290857,Zeljko,Garigliano,Customer Service,9999-01-01
290864,Ohad,Morrow,Development,9999-01-01
290865,Pascal,Babb,Finance,9999-01-01
290869,Byong,Bazzichi,Development,9999-01-01
290883,Rosalyn,Melski,Human Resources,9999-01-01
290888,Szabolcs,Sewelson,Research,9999-01-01
290890,Margareta,Vitiello,Sales,9999-01-01
290891,Xiaoshan,Krupka,Customer Service,9999-01-01
290895,Serge,Badr,Development,9999-01-01
290903,Berto,Hettesheimer,Research,9999-01-01
290910,Frazer,Pepe,Customer Service,9999-01-01
290911,Dinah,Zolotykh,Production,9999-01-01
290941,Mart,Katalagarianos,Production,9999-01-01
290946,Abdelghani,Reutenauer,Sales,9999-01-01
290981,Mona,Nooteboom,Development,9999-01-01
290985,Geraldo,Takanami,Sales,9999-01-01
290989,Mori,Lamma,Quality Management,9999-01-01
290990,Guiseppe,Bennet,Production,9999-01-01
290990,Guiseppe,Bennet,Development,1999-11-01
290995,Siddarth,Bugrara,Development,9999-01-01
291008,Takushi,Shimshoni,Development,9999-01-01
291010,Danae,Acton,Production,9999-01-01
291010,Danae,Acton,Customer Service,1991-10-04
291011,Aron,Huxford,Development,9999-01-01
291030,Licheng,Guenter,Development,9999-01-01
291050,Changho,Busillo,Development,9999-01-01
291052,Mark,Gargeya,Production,9999-01-01
291059,Sanjai,Bultermann,Development,9999-01-01
291064,Claudi,Bernini,Development,9999-01-01
291067,Margareta,Sanella,Development,9999-01-01
291068,Conor,Zaccaria,Sales,9999-01-01
291070,Danil,Verhoeff,Quality Management,9999-01-01
291071,Emran,Vendrig,Quality Management,9999-01-01
291084,Mokhtar,Reinhart,Development,9999-01-01
291098,Moss,Maksimenko,Production,9999-01-01
291106,Masako,Gilg,Sales,1994-10-12
291106,Masako,Gilg,Customer Service,9999-01-01
291116,Berni,Pocchiola,Sales,9999-01-01
291119,Bernice,Huxford,Sales,9999-01-01
291123,Hyuckchul,Remmele,Finance,9999-01-01
291156,Aron,Rikino,Marketing,9999-01-01
291164,Kasidit,Wegerle,Development,9999-01-01
291168,Duangkaew,Kalorkoti,Customer Service,9999-01-01
291175,Susanne,Billawala,Finance,9999-01-01
291196,Nectarios,Waleschkowski,Development,9999-01-01
291216,Satoru,Einsfeld,Production,9999-01-01
291217,Zhilian,Fortenbacher,Marketing,1995-09-03
291217,Zhilian,Fortenbacher,Customer Service,9999-01-01
291222,Stafford,Mellouli,Production,9999-01-01
291243,Keiichiro,Pepe,Customer Service,9999-01-01
291245,Shahab,Lueh,Sales,9999-01-01
291250,Samphel,Kalafatis,Customer Service,9999-01-01
291269,Marie,Thibadeau,Customer Service,9999-01-01
291270,Lorien,Riefers,Finance,9999-01-01
291286,Kyoichi,Speek,Production,9999-01-01
291294,Yoshimitsu,Luby,Sales,9999-01-01
291301,Miquel,Sidje,Development,9999-01-01
291312,Oscar,Rosen,Development,9999-01-01
291318,Vitali,Kilgour,Finance,9999-01-01
291323,Ghassan,Maksimenko,Sales,9999-01-01
291324,Steen,Schwartzburd,Development,9999-01-01
291325,Arno,Speckmann,Marketing,9999-01-01
291325,Arno,Speckmann,Sales,2000-08-20
291330,Mona,Ligten,Sales,9999-01-01
291332,Jixiang,Bugrara,Production,9999-01-01
291333,Moie,Zumaque,Marketing,9999-01-01
291340,Nahum,Litzler,Quality Management,9999-01-01
291353,Alselm,Farrag,Sales,9999-01-01
291359,Sreekrishna,Swiler,Sales,9999-01-01
291361,Radhia,Bashian,Human Resources,9999-01-01
291376,Fai,Jahnichen,Development,9999-01-01
291380,Mohammed,Miara,Sales,9999-01-01
291385,Khun,Anandan,Sales,9999-01-01
291421,Eirik,Carrere,Sales,9999-01-01
291426,Geraldo,Cooman,Sales,9999-01-01
291438,Lihong,Zwicker,Production,9999-01-01
291464,Yifei,Openshaw,Production,9999-01-01
291480,Kish,Fabrizio,Marketing,9999-01-01
291481,Dharmaraja,Cools,Production,9999-01-01
291517,Limsoon,Zeidenstein,Research,9999-01-01
291534,Akhilish,Paciorek,Sales,9999-01-01
291536,Chenyi,Binding,Finance,9999-01-01
291537,Kitty,Ramsey,Customer Service,9999-01-01
291580,Nidapan,Gniady,Development,9999-01-01
291597,Kwangjo,Chinin,Quality Management,9999-01-01
291607,Boguslaw,Swift,Sales,9999-01-01
291637,Alejandro,Tsukuda,Development,9999-01-01
291649,Arnould,Kruskal,Sales,9999-01-01
291653,Rafael,Strehl,Sales,9999-01-01
291655,Krassimir,Gulla,Production,9999-01-01
291659,Ute,Velasco,Production,9999-01-01
291663,Mansur,Lortz,Production,9999-01-01
291665,Rosella,Siepmann,Production,9999-01-01
291665,Rosella,Siepmann,Development,1997-08-11
291670,Elvia,Hopewell,Production,9999-01-01
291675,Dipayan,Stenning,Development,9999-01-01
291676,Alain,Constantine,Development,9999-01-01
291683,Denny,Masand,Sales,9999-01-01
291713,Yishai,Wynblatt,Customer Service,9999-01-01
291715,Weiyi,Strehl,Quality Management,9999-01-01
291719,Volkmar,Schade,Production,9999-01-01
291733,Huei,Baby,Human Resources,9999-01-01
291734,Serge,Heinisuo,Sales,9999-01-01
291740,Tua,Bratten,Production,9999-01-01
291740,Tua,Bratten,Development,2000-08-05
291756,Randi,Braunmuhl,Development,9999-01-01
291762,Adel,Paludetto,Quality Management,9999-01-01
291765,Jeane,Beutelspacher,Research,9999-01-01
291788,Makato,Poupard,Sales,9999-01-01
291790,Lene,Sridhar,Human Resources,9999-01-01
291793,Kerhong,Eickenmeyer,Production,9999-01-01
291809,Kayoko,Birge,Marketing,9999-01-01
291811,Shaibal,Slaats,Development,9999-01-01
291813,Lakshmi,Schieder,Production,9999-01-01
291817,Adin,Rosca,Development,2001-12-15
291817,Adin,Rosca,Research,9999-01-01
291823,Masami,Scharstein,Quality Management,9999-01-01
291827,Prasadram,Mamelak,Production,2001-05-15
291827,Prasadram,Mamelak,Customer Service,9999-01-01
291828,Susanne,Kornyak,Production,9999-01-01
291831,Mong,Constantine,Development,9999-01-01
291832,Munenori,Cappelli,Finance,9999-01-01
291840,Xiahua,Riefers,Development,9999-01-01
291865,Gritta,Hartvigsen,Development,9999-01-01
291896,Mart,Decleir,Development,9999-01-01
291898,Ferdinand,Quittner,Development,9999-01-01
291908,Marek,Soloway,Sales,9999-01-01
291912,Yakichi,Miyakawa,Customer Service,9999-01-01
291925,Yannis,Ginneken,Marketing,9999-01-01
291942,Arvind,Bresenham,Research,9999-01-01
291956,Claude,Veldwijk,Development,9999-01-01
291956,Claude,Veldwijk,Research,2000-07-20
291958,Anneli,Bernardinello,Development,9999-01-01
291963,Shay,Viele,Production,9999-01-01
291972,Shimshon,Ouhyoung,Production,9999-01-01
292011,Christoph,Klassen,Development,9999-01-01
292020,Khosrow,Haumacher,Finance,9999-01-01
292023,Demos,Rullman,Marketing,1997-12-21
292023,Demos,Rullman,Sales,9999-01-01
292025,Weidon,Osgood,Development,9999-01-01
292031,Bouchung,Ulupinar,Quality Management,9999-01-01
292032,Herb,Siprelle,Sales,1992-01-15
292032,Herb,Siprelle,Customer Service,9999-01-01
292038,Roddy,Muhling,Development,9999-01-01
292053,Shuji,Brandsma,Development,9999-01-01
292062,Koldo,Weisert,Production,9999-01-01
292071,Martine,Kinley,Quality Management,9999-01-01
292093,Yurij,Papsdorf,Sales,9999-01-01
292094,Chaosheng,Verhaegen,Production,9999-01-01
292114,Kyoichi,Boreale,Finance,9999-01-01
292114,Kyoichi,Boreale,Human Resources,1994-08-09
292117,Houman,Mungall,Production,9999-01-01
292130,Mariusz,Babu,Customer Service,9999-01-01
292141,Alassane,Ginneken,Customer Service,9999-01-01
292148,Reinhard,Melter,Quality Management,9999-01-01
292168,Zhonghua,Syrzycki,Human Resources,9999-01-01
292177,Mohd,Sooriamurthi,Finance,9999-01-01
292183,Shahar,Akiyama,Production,9999-01-01
